order_number,order_id,ship_date,ship_mode,address_id
4937,CA-2016-133613,2016-06-22,Standard Class,ADD-00032
4936,CA-2016-107146,2016-06-19,First Class,ADD-00467
4935,CA-2016-123512,2016-06-19,First Class,ADD-00519
4934,CA-2016-111682,2016-06-18,First Class,ADD-00065
4933,CA-2016-111682,2016-06-18,First Class,ADD-00065
4932,CA-2016-111682,2016-06-18,First Class,ADD-00065
4931,CA-2016-123512,2016-06-19,First Class,ADD-00519
4930,CA-2016-123512,2016-06-19,First Class,ADD-00519
4929,CA-2016-145842,2016-06-20,Second Class,ADD-00055
4928,CA-2016-159345,2016-06-22,Standard Class,ADD-00540
4927,CA-2016-111682,2016-06-18,First Class,ADD-00065
4926,CA-2016-140977,2016-06-19,Second Class,ADD-00199
4925,CA-2016-148593,2016-06-18,Second Class,ADD-00519
4924,CA-2016-137127,2016-06-22,Standard Class,ADD-00085
4923,CA-2016-152765,2016-06-18,First Class,ADD-00423
4922,CA-2016-128223,2016-06-14,Same Day,ADD-00565
4921,CA-2016-107216,2016-06-17,First Class,ADD-00580
4920,CA-2016-133872,2016-06-17,First Class,ADD-00175
4919,US-2016-108497,2016-06-14,Same Day,ADD-00518
4918,CA-2016-107216,2016-06-17,First Class,ADD-00580
4917,CA-2016-133872,2016-06-17,First Class,ADD-00175
4916,CA-2016-155747,2016-06-21,Standard Class,ADD-00082
4915,CA-2016-107216,2016-06-17,First Class,ADD-00580
4914,CA-2016-107216,2016-06-17,First Class,ADD-00580
4913,CA-2016-132304,2016-06-18,Standard Class,ADD-00621
4912,CA-2016-126795,2016-06-16,Second Class,ADD-00055
4911,CA-2016-136287,2016-06-17,Standard Class,ADD-00371
4910,CA-2016-155005,2016-06-15,Second Class,ADD-00278
4909,CA-2016-127208,2016-06-15,First Class,ADD-00186
4908,CA-2016-120824,2016-06-16,Second Class,ADD-00425
4907,CA-2016-103730,2016-06-15,First Class,ADD-00086
4906,CA-2016-120824,2016-06-16,Second Class,ADD-00425
4905,CA-2016-120824,2016-06-16,Second Class,ADD-00425
4904,CA-2016-120824,2016-06-16,Second Class,ADD-00425
4903,CA-2016-103730,2016-06-15,First Class,ADD-00086
4902,CA-2016-103730,2016-06-15,First Class,ADD-00086
4901,CA-2016-120824,2016-06-16,Second Class,ADD-00425
4900,CA-2016-120824,2016-06-16,Second Class,ADD-00425
4899,CA-2016-104633,2016-06-16,Standard Class,ADD-00529
4898,CA-2016-147375,2016-06-14,Second Class,ADD-00348
4897,CA-2016-147375,2016-06-14,Second Class,ADD-00348
4896,CA-2016-127208,2016-06-15,First Class,ADD-00186
4895,CA-2016-164035,2016-06-17,Standard Class,ADD-00347
4894,CA-2016-103730,2016-06-15,First Class,ADD-00086
4893,CA-2016-120824,2016-06-16,Second Class,ADD-00425
4892,CA-2016-103730,2016-06-15,First Class,ADD-00086
4891,CA-2016-138688,2016-06-16,Second Class,ADD-00518
4890,CA-2016-139941,2016-06-17,Standard Class,ADD-00062
4889,CA-2016-104633,2016-06-16,Standard Class,ADD-00529
4888,CA-2016-139941,2016-06-17,Standard Class,ADD-00062
4887,CA-2016-169922,2016-06-17,Standard Class,ADD-00414
4886,CA-2016-169922,2016-06-17,Standard Class,ADD-00414
4885,CA-2016-169922,2016-06-17,Standard Class,ADD-00414
4884,CA-2016-118745,2016-06-16,Standard Class,ADD-00520
4883,CA-2016-127775,2016-06-13,Second Class,ADD-00056
4882,CA-2016-142405,2016-06-15,Standard Class,ADD-00621
4881,CA-2016-142405,2016-06-15,Standard Class,ADD-00621
4880,CA-2016-142405,2016-06-15,Standard Class,ADD-00621
4879,CA-2016-121993,2016-06-12,First Class,ADD-00082
4878,CA-2016-113243,2016-06-15,Standard Class,ADD-00519
4877,CA-2016-113243,2016-06-15,Standard Class,ADD-00519
4876,CA-2016-113243,2016-06-15,Standard Class,ADD-00519
4875,CA-2016-154662,2016-06-16,Standard Class,ADD-00310
4874,US-2016-139710,2016-06-15,Standard Class,ADD-00519
4873,CA-2016-147368,2016-06-12,First Class,ADD-00151
4872,CA-2016-122448,2016-06-14,Standard Class,ADD-00578
4871,CA-2016-120558,2016-06-10,First Class,ADD-00056
4870,CA-2016-103163,2016-06-11,Standard Class,ADD-00570
4869,CA-2016-103163,2016-06-11,Standard Class,ADD-00570
4868,CA-2016-107475,2016-06-11,Standard Class,ADD-00080
4867,US-2016-167472,2016-06-07,First Class,ADD-00386
4866,US-2016-167472,2016-06-07,First Class,ADD-00386
4865,US-2016-167472,2016-06-07,First Class,ADD-00386
4864,CA-2016-160717,2016-06-11,Standard Class,ADD-00568
4863,US-2016-167472,2016-06-07,First Class,ADD-00386
4862,CA-2016-127369,2016-06-07,First Class,ADD-00006
4861,CA-2016-112830,2016-06-10,Standard Class,ADD-00238
4860,CA-2016-112830,2016-06-10,Standard Class,ADD-00238
4859,CA-2016-160717,2016-06-11,Standard Class,ADD-00568
4858,CA-2016-160717,2016-06-11,Standard Class,ADD-00568
4857,CA-2016-108350,2016-06-09,Second Class,ADD-00006
4856,US-2016-167472,2016-06-07,First Class,ADD-00386
4855,US-2016-155971,2016-06-12,Standard Class,ADD-00518
4854,US-2016-167472,2016-06-07,First Class,ADD-00386
4853,US-2016-155971,2016-06-12,Standard Class,ADD-00518
4852,CA-2016-125318,2016-06-13,Standard Class,ADD-00347
4851,US-2016-167472,2016-06-07,First Class,ADD-00386
4850,US-2016-134908,2016-06-09,Standard Class,ADD-00081
4849,CA-2016-165169,2016-06-11,Standard Class,ADD-00085
4848,CA-2016-165169,2016-06-11,Standard Class,ADD-00085
4847,US-2016-134908,2016-06-09,Standard Class,ADD-00081
4846,CA-2016-110982,2016-06-07,First Class,ADD-00591
4845,CA-2016-110982,2016-06-07,First Class,ADD-00591
4844,CA-2016-165169,2016-06-11,Standard Class,ADD-00085
4843,CA-2016-149671,2016-06-09,Standard Class,ADD-00622
4842,CA-2016-157749,2016-06-09,Second Class,ADD-00347
4841,CA-2016-157749,2016-06-09,Second Class,ADD-00347
4840,CA-2016-157749,2016-06-09,Second Class,ADD-00347
4839,CA-2016-119823,2016-06-06,First Class,ADD-00096
4838,CA-2016-165848,2016-06-04,Same Day,ADD-00056
4837,CA-2016-165848,2016-06-04,Same Day,ADD-00056
4836,CA-2016-165848,2016-06-04,Same Day,ADD-00056
4835,CA-2016-157749,2016-06-09,Second Class,ADD-00347
4834,CA-2016-157749,2016-06-09,Second Class,ADD-00347
4833,CA-2016-157749,2016-06-09,Second Class,ADD-00347
4832,CA-2016-157749,2016-06-09,Second Class,ADD-00347
4831,CA-2016-165848,2016-06-04,Same Day,ADD-00056
4830,CA-2016-164889,2016-06-06,Second Class,ADD-00520
4829,US-2016-119046,2016-06-06,Standard Class,ADD-00623
4828,US-2016-119046,2016-06-06,Standard Class,ADD-00623
4827,US-2016-119046,2016-06-06,Standard Class,ADD-00623
4826,US-2016-128293,2016-06-05,First Class,ADD-00080
4825,CA-2016-150483,2016-06-04,Standard Class,ADD-00358
4824,CA-2016-150483,2016-06-04,Standard Class,ADD-00358
4823,CA-2016-150483,2016-06-04,Standard Class,ADD-00358
4822,CA-2016-168844,2016-06-06,Standard Class,ADD-00054
4821,CA-2016-168844,2016-06-06,Standard Class,ADD-00054
4820,CA-2016-150483,2016-06-04,Standard Class,ADD-00358
4819,CA-2016-113831,2016-06-03,Standard Class,ADD-00096
4818,CA-2016-152730,2016-06-04,Standard Class,ADD-00300
4817,CA-2016-152730,2016-06-04,Standard Class,ADD-00300
4816,CA-2016-113831,2016-06-03,Standard Class,ADD-00096
4815,CA-2016-113831,2016-06-03,Standard Class,ADD-00096
4814,CA-2016-108210,2016-05-31,Same Day,ADD-00424
4813,CA-2016-129728,2016-06-06,Standard Class,ADD-00517
4812,CA-2016-152730,2016-06-04,Standard Class,ADD-00300
4811,CA-2016-145499,2016-05-31,First Class,ADD-00125
4810,CA-2016-152730,2016-06-04,Standard Class,ADD-00300
4809,CA-2016-152730,2016-06-04,Standard Class,ADD-00300
4808,CA-2016-166380,2016-06-03,Standard Class,ADD-00097
4807,CA-2016-108210,2016-05-31,Same Day,ADD-00424
4806,CA-2016-152730,2016-06-04,Standard Class,ADD-00300
4805,CA-2016-166380,2016-06-03,Standard Class,ADD-00097
4804,CA-2016-152730,2016-06-04,Standard Class,ADD-00300
4803,CA-2016-158547,2016-06-04,Standard Class,ADD-00237
4802,CA-2016-152730,2016-06-04,Standard Class,ADD-00300
4801,US-2016-105578,2016-06-04,Standard Class,ADD-00464
4800,US-2016-105578,2016-06-04,Standard Class,ADD-00464
4799,US-2016-105578,2016-06-04,Standard Class,ADD-00464
4798,CA-2016-147473,2016-06-03,Standard Class,ADD-00520
4797,CA-2016-153682,2016-06-01,First Class,ADD-00240
4796,US-2016-105578,2016-06-04,Standard Class,ADD-00464
4795,US-2016-105578,2016-06-04,Standard Class,ADD-00464
4794,CA-2016-156573,2016-06-02,Standard Class,ADD-00198
4793,CA-2016-168753,2016-06-01,Second Class,ADD-00189
4792,CA-2016-168753,2016-06-01,Second Class,ADD-00189
4791,CA-2016-156573,2016-06-02,Standard Class,ADD-00198
4790,CA-2016-156573,2016-06-02,Standard Class,ADD-00198
4789,CA-2016-113747,2016-06-04,Standard Class,ADD-00208
4788,CA-2016-134803,2016-06-03,Standard Class,ADD-00515
4787,CA-2016-134803,2016-06-03,Standard Class,ADD-00515
4786,CA-2016-134803,2016-06-03,Standard Class,ADD-00515
4785,CA-2016-138695,2016-06-03,Standard Class,ADD-00151
4784,CA-2016-121377,2016-06-02,Standard Class,ADD-00329
4783,CA-2016-134803,2016-06-03,Standard Class,ADD-00515
4782,CA-2016-134803,2016-06-03,Standard Class,ADD-00515
4781,CA-2016-138695,2016-06-03,Standard Class,ADD-00151
4780,CA-2016-155565,2016-05-28,Same Day,ADD-00056
4779,CA-2016-122903,2016-05-29,Second Class,ADD-00268
4778,CA-2016-136994,2016-06-02,Standard Class,ADD-00519
4777,CA-2016-122903,2016-05-29,Second Class,ADD-00268
4776,CA-2016-101791,2016-05-31,Standard Class,ADD-00348
4775,CA-2016-122903,2016-05-29,Second Class,ADD-00268
4774,CA-2016-101791,2016-05-31,Standard Class,ADD-00348
4773,CA-2016-101791,2016-05-31,Standard Class,ADD-00348
4772,CA-2016-148852,2016-05-31,Standard Class,ADD-00564
4771,CA-2016-119186,2016-05-26,Same Day,ADD-00418
4770,CA-2016-113236,2016-05-29,Second Class,ADD-00177
4769,CA-2016-119186,2016-05-26,Same Day,ADD-00418
4768,CA-2016-119186,2016-05-26,Same Day,ADD-00418
4767,CA-2016-148852,2016-05-31,Standard Class,ADD-00564
4766,CA-2016-132409,2016-06-01,Standard Class,ADD-00081
4765,CA-2016-119186,2016-05-26,Same Day,ADD-00418
4764,CA-2016-148852,2016-05-31,Standard Class,ADD-00564
4763,CA-2016-157266,2016-06-01,Standard Class,ADD-00088
4762,CA-2016-148852,2016-05-31,Standard Class,ADD-00564
4761,CA-2016-113236,2016-05-29,Second Class,ADD-00177
4760,CA-2016-157266,2016-06-01,Standard Class,ADD-00088
4759,CA-2016-149237,2016-05-30,Standard Class,ADD-00293
4758,CA-2016-157266,2016-06-01,Standard Class,ADD-00088
4757,CA-2016-157266,2016-06-01,Standard Class,ADD-00088
4756,CA-2016-148852,2016-05-31,Standard Class,ADD-00564
4755,CA-2016-132409,2016-06-01,Standard Class,ADD-00081
4754,CA-2016-139269,2016-05-30,Standard Class,ADD-00145
4753,CA-2016-139269,2016-05-30,Standard Class,ADD-00145
4752,CA-2016-139269,2016-05-30,Standard Class,ADD-00145
4751,CA-2016-138583,2016-05-28,Standard Class,ADD-00080
4750,CA-2016-136126,2016-05-24,Same Day,ADD-00106
4749,CA-2016-136126,2016-05-24,Same Day,ADD-00106
4748,CA-2016-143714,2016-05-27,Standard Class,ADD-00080
4747,CA-2016-143714,2016-05-27,Standard Class,ADD-00080
4746,CA-2016-133725,2016-05-28,Standard Class,ADD-00348
4745,CA-2016-143714,2016-05-27,Standard Class,ADD-00080
4744,CA-2016-143714,2016-05-27,Standard Class,ADD-00080
4743,CA-2016-142762,2016-05-27,Standard Class,ADD-00578
4742,CA-2016-154403,2016-05-27,Standard Class,ADD-00187
4741,CA-2016-146934,2016-05-27,Standard Class,ADD-00040
4740,CA-2016-146934,2016-05-27,Standard Class,ADD-00040
4739,CA-2016-146934,2016-05-27,Standard Class,ADD-00040
4738,CA-2016-159653,2016-05-22,Same Day,ADD-00142
4737,CA-2016-146934,2016-05-27,Standard Class,ADD-00040
4736,CA-2016-154081,2016-05-29,Standard Class,ADD-00520
4735,CA-2016-146934,2016-05-27,Standard Class,ADD-00040
4734,CA-2016-146934,2016-05-27,Standard Class,ADD-00040
4733,US-2016-139486,2016-05-23,First Class,ADD-00517
4732,CA-2016-125920,2016-05-28,Standard Class,ADD-00347
4731,CA-2016-127642,2016-05-23,First Class,ADD-00015
4730,CA-2016-114209,2016-05-26,Standard Class,ADD-00408
4729,CA-2016-114209,2016-05-26,Standard Class,ADD-00408
4728,US-2016-139486,2016-05-23,First Class,ADD-00517
4727,CA-2016-107202,2016-05-28,Standard Class,ADD-00513
4726,CA-2016-146010,2016-05-23,First Class,ADD-00471
4725,CA-2016-108567,2016-05-24,Standard Class,ADD-00183
4724,CA-2016-105256,2016-05-20,Same Day,ADD-00128
4723,CA-2016-115917,2016-05-25,Standard Class,ADD-00588
4722,CA-2016-115917,2016-05-25,Standard Class,ADD-00588
4721,CA-2016-169943,2016-05-24,Standard Class,ADD-00054
4720,CA-2016-169943,2016-05-24,Standard Class,ADD-00054
4719,US-2016-152835,2016-05-23,Standard Class,ADD-00257
4718,CA-2016-138282,2016-05-23,Standard Class,ADD-00516
4717,CA-2016-169943,2016-05-24,Standard Class,ADD-00054
4716,CA-2016-126935,2016-05-24,Standard Class,ADD-00578
4715,CA-2016-169943,2016-05-24,Standard Class,ADD-00054
4714,CA-2016-169943,2016-05-24,Standard Class,ADD-00054
4713,CA-2016-157245,2016-05-24,Standard Class,ADD-00097
4712,CA-2016-122728,2016-05-24,Standard Class,ADD-00579
4711,CA-2016-122728,2016-05-24,Standard Class,ADD-00579
4710,CA-2016-158435,2016-05-18,First Class,ADD-00032
4709,CA-2016-158435,2016-05-18,First Class,ADD-00032
4708,US-2016-150567,2016-05-21,Standard Class,ADD-00153
4707,US-2016-117037,2016-05-20,First Class,ADD-00349
4706,US-2016-117037,2016-05-20,First Class,ADD-00349
4705,US-2016-117037,2016-05-20,First Class,ADD-00349
4704,US-2016-150567,2016-05-21,Standard Class,ADD-00153
4703,CA-2016-158435,2016-05-18,First Class,ADD-00032
4702,US-2016-117037,2016-05-20,First Class,ADD-00349
4701,CA-2016-122133,2016-05-23,Standard Class,ADD-00029
4700,CA-2016-130638,2016-05-19,Second Class,ADD-00519
4699,CA-2016-130638,2016-05-19,Second Class,ADD-00519
4698,CA-2016-133144,2016-05-21,Second Class,ADD-00518
4697,CA-2016-152408,2016-05-21,Standard Class,ADD-00056
4696,CA-2016-141180,2016-05-19,Second Class,ADD-00171
4695,CA-2016-165673,2016-05-19,Second Class,ADD-00242
4694,US-2016-146570,2016-05-20,Standard Class,ADD-00208
4693,US-2016-146570,2016-05-20,Standard Class,ADD-00208
4692,US-2016-146570,2016-05-20,Standard Class,ADD-00208
4691,CA-2016-141019,2016-05-14,Same Day,ADD-00240
4690,US-2016-148901,2016-05-19,Standard Class,ADD-00150
4689,US-2016-148901,2016-05-19,Standard Class,ADD-00150
4688,US-2016-148901,2016-05-19,Standard Class,ADD-00150
4687,US-2016-148901,2016-05-19,Standard Class,ADD-00150
4686,US-2016-148901,2016-05-19,Standard Class,ADD-00150
4685,US-2016-148901,2016-05-19,Standard Class,ADD-00150
4684,US-2016-148901,2016-05-19,Standard Class,ADD-00150
4683,CA-2016-108224,2016-05-14,Same Day,ADD-00499
4682,US-2016-123610,2016-05-16,Standard Class,ADD-00563
4681,CA-2016-100510,2016-05-17,Standard Class,ADD-00055
4680,CA-2016-109911,2016-05-16,Standard Class,ADD-00105
4679,CA-2016-167416,2016-05-17,Standard Class,ADD-00622
4678,CA-2016-100510,2016-05-17,Standard Class,ADD-00055
4677,US-2016-101196,2016-05-17,Standard Class,ADD-00082
4676,US-2016-123610,2016-05-16,Standard Class,ADD-00563
4675,CA-2016-162733,2016-05-12,First Class,ADD-00519
4674,CA-2016-161543,2016-05-16,Standard Class,ADD-00622
4673,CA-2016-133816,2016-05-13,Second Class,ADD-00081
4672,CA-2016-117625,2016-05-15,Standard Class,ADD-00347
4671,US-2016-144057,2016-05-13,Standard Class,ADD-00451
4670,CA-2016-109176,2016-05-15,Standard Class,ADD-00082
4669,CA-2016-109176,2016-05-15,Standard Class,ADD-00082
4668,CA-2016-161158,2016-05-13,Standard Class,ADD-00055
4667,CA-2016-159765,2016-05-12,Second Class,ADD-00108
4666,US-2016-144057,2016-05-13,Standard Class,ADD-00451
4665,CA-2016-169166,2016-05-14,Standard Class,ADD-00623
4664,US-2016-144057,2016-05-13,Standard Class,ADD-00451
4663,US-2016-159093,2016-05-14,Standard Class,ADD-00518
4662,US-2016-144057,2016-05-13,Standard Class,ADD-00451
4661,US-2016-144057,2016-05-13,Standard Class,ADD-00451
4660,CA-2016-112382,2016-05-13,Standard Class,ADD-00423
4659,CA-2016-106530,2016-05-08,Same Day,ADD-00230
4658,CA-2016-106530,2016-05-08,Same Day,ADD-00230
4657,CA-2016-111696,2016-05-10,First Class,ADD-00515
4656,CA-2016-106530,2016-05-08,Same Day,ADD-00230
4655,CA-2016-106530,2016-05-08,Same Day,ADD-00230
4654,CA-2016-106530,2016-05-08,Same Day,ADD-00230
4653,CA-2016-164672,2016-05-13,Second Class,ADD-00087
4652,CA-2016-128818,2016-05-11,Standard Class,ADD-00053
4651,CA-2016-128818,2016-05-11,Standard Class,ADD-00053
4650,CA-2016-128818,2016-05-11,Standard Class,ADD-00053
4649,CA-2016-128818,2016-05-11,Standard Class,ADD-00053
4648,CA-2016-128818,2016-05-11,Standard Class,ADD-00053
4647,CA-2016-128818,2016-05-11,Standard Class,ADD-00053
4646,CA-2016-137393,2016-05-10,Standard Class,ADD-00570
4645,CA-2016-118052,2016-05-10,Standard Class,ADD-00228
4644,US-2016-146857,2016-05-08,Second Class,ADD-00367
4643,CA-2016-118052,2016-05-10,Standard Class,ADD-00228
4642,CA-2016-139234,2016-05-10,Standard Class,ADD-00347
4641,CA-2016-118052,2016-05-10,Standard Class,ADD-00228
4640,CA-2016-139234,2016-05-10,Standard Class,ADD-00347
4639,CA-2016-105662,2016-05-09,Standard Class,ADD-00151
4638,CA-2016-160500,2016-05-08,First Class,ADD-00540
4637,US-2016-147991,2016-05-09,Standard Class,ADD-00199
4636,CA-2016-137729,2016-05-09,Standard Class,ADD-00515
4635,CA-2016-112676,2016-05-08,First Class,ADD-00196
4634,CA-2016-126165,2016-05-07,Second Class,ADD-00578
4633,CA-2016-137729,2016-05-09,Standard Class,ADD-00515
4632,US-2016-102239,2016-05-06,First Class,ADD-00510
4631,US-2016-102239,2016-05-06,First Class,ADD-00510
4630,CA-2016-105662,2016-05-09,Standard Class,ADD-00151
4629,CA-2016-145247,2016-05-07,First Class,ADD-00211
4628,CA-2016-160500,2016-05-08,First Class,ADD-00540
4627,CA-2016-129280,2016-05-05,First Class,ADD-00220
4626,CA-2016-163398,2016-05-08,Standard Class,ADD-00349
4625,CA-2016-163398,2016-05-08,Standard Class,ADD-00349
4624,CA-2016-129280,2016-05-05,First Class,ADD-00220
4623,CA-2016-129280,2016-05-05,First Class,ADD-00220
4622,CA-2016-129280,2016-05-05,First Class,ADD-00220
4621,CA-2016-129280,2016-05-05,First Class,ADD-00220
4620,CA-2016-129280,2016-05-05,First Class,ADD-00220
4619,CA-2016-163398,2016-05-08,Standard Class,ADD-00349
4618,CA-2016-158155,2016-05-06,Standard Class,ADD-00053
4617,CA-2016-104311,2016-05-06,Standard Class,ADD-00406
4616,CA-2016-154060,2016-05-08,Standard Class,ADD-00112
4615,CA-2016-158155,2016-05-06,Standard Class,ADD-00053
4614,CA-2016-104311,2016-05-06,Standard Class,ADD-00406
4613,CA-2016-146836,2016-05-02,Same Day,ADD-00055
4612,CA-2016-148698,2016-05-07,Standard Class,ADD-00425
4611,CA-2016-104311,2016-05-06,Standard Class,ADD-00406
4610,CA-2016-109400,2016-05-06,Standard Class,ADD-00452
4609,CA-2016-146836,2016-05-02,Same Day,ADD-00055
4608,CA-2016-158155,2016-05-06,Standard Class,ADD-00053
4607,CA-2016-158155,2016-05-06,Standard Class,ADD-00053
4606,CA-2016-101525,2016-05-04,Second Class,ADD-00386
4605,CA-2016-101525,2016-05-04,Second Class,ADD-00386
4604,CA-2016-101525,2016-05-04,Second Class,ADD-00386
4603,CA-2016-164784,2016-05-04,First Class,ADD-00203
4602,CA-2016-164784,2016-05-04,First Class,ADD-00203
4601,CA-2016-164784,2016-05-04,First Class,ADD-00203
4600,US-2016-120460,2016-05-05,Standard Class,ADD-00408
4599,CA-2016-154788,2016-05-04,Standard Class,ADD-00054
4598,CA-2016-144792,2016-05-04,Standard Class,ADD-00494
4597,CA-2016-152814,2016-05-02,Standard Class,ADD-00465
4596,CA-2016-167605,2016-04-30,Second Class,ADD-00335
4595,CA-2016-161816,2016-05-01,First Class,ADD-00411
4594,CA-2016-137204,2016-05-05,Standard Class,ADD-00519
4593,CA-2016-161816,2016-05-01,First Class,ADD-00411
4592,CA-2016-139556,2016-05-01,Standard Class,ADD-00053
4591,US-2016-150147,2016-04-29,Second Class,ADD-00081
4590,US-2016-150147,2016-04-29,Second Class,ADD-00081
4589,US-2016-150147,2016-04-29,Second Class,ADD-00081
4588,CA-2016-168081,2016-04-27,Second Class,ADD-00425
4587,CA-2016-149279,2016-04-28,Standard Class,ADD-00471
4586,CA-2016-149279,2016-04-28,Standard Class,ADD-00471
4585,CA-2016-138933,2016-04-27,First Class,ADD-00552
4584,CA-2016-149279,2016-04-28,Standard Class,ADD-00471
4583,CA-2016-130001,2016-04-28,Standard Class,ADD-00123
4582,CA-2016-162138,2016-04-27,Standard Class,ADD-00548
4581,CA-2016-124149,2016-04-26,First Class,ADD-00222
4580,CA-2016-126270,2016-04-27,Standard Class,ADD-00560
4579,CA-2016-124149,2016-04-26,First Class,ADD-00222
4578,CA-2016-124149,2016-04-26,First Class,ADD-00222
4577,CA-2016-162138,2016-04-27,Standard Class,ADD-00548
4576,CA-2016-126270,2016-04-27,Standard Class,ADD-00560
4575,CA-2016-109869,2016-04-29,Standard Class,ADD-00490
4574,CA-2016-109869,2016-04-29,Standard Class,ADD-00490
4573,CA-2016-101329,2016-04-29,Standard Class,ADD-00067
4572,CA-2016-101329,2016-04-29,Standard Class,ADD-00067
4571,CA-2016-109869,2016-04-29,Standard Class,ADD-00490
4570,CA-2016-113061,2016-04-26,Standard Class,ADD-00365
4569,CA-2016-109869,2016-04-29,Standard Class,ADD-00490
4568,CA-2016-109869,2016-04-29,Standard Class,ADD-00490
4567,CA-2016-147578,2016-04-26,Second Class,ADD-00580
4566,CA-2016-109057,2016-04-27,Standard Class,ADD-00344
4565,CA-2016-146423,2016-04-21,Same Day,ADD-00030
4564,CA-2016-146423,2016-04-21,Same Day,ADD-00030
4563,US-2016-103646,2016-04-26,Standard Class,ADD-00348
4562,US-2016-103646,2016-04-26,Standard Class,ADD-00348
4561,US-2016-103646,2016-04-26,Standard Class,ADD-00348
4560,CA-2016-151498,2016-04-24,First Class,ADD-00623
4559,US-2016-161396,2016-04-25,Standard Class,ADD-00223
4558,US-2016-115819,2016-04-24,Second Class,ADD-00520
4557,US-2016-115819,2016-04-24,Second Class,ADD-00520
4556,CA-2016-109666,2016-04-26,Standard Class,ADD-00056
4555,CA-2016-109666,2016-04-26,Standard Class,ADD-00056
4554,CA-2016-109666,2016-04-26,Standard Class,ADD-00056
4553,US-2016-115819,2016-04-24,Second Class,ADD-00520
4552,US-2016-115819,2016-04-24,Second Class,ADD-00520
4551,CA-2016-109666,2016-04-26,Standard Class,ADD-00056
4550,US-2016-115819,2016-04-24,Second Class,ADD-00520
4549,CA-2016-109666,2016-04-26,Standard Class,ADD-00056
4548,US-2016-115819,2016-04-24,Second Class,ADD-00520
4547,US-2016-161396,2016-04-25,Standard Class,ADD-00223
4546,CA-2016-109666,2016-04-26,Standard Class,ADD-00056
4545,CA-2016-109666,2016-04-26,Standard Class,ADD-00056
4544,CA-2016-155551,2016-04-23,Standard Class,ADD-00334
4543,CA-2016-144785,2016-04-23,Standard Class,ADD-00053
4542,CA-2016-144785,2016-04-23,Standard Class,ADD-00053
4541,CA-2016-155551,2016-04-23,Standard Class,ADD-00334
4540,CA-2016-125087,2016-04-23,Standard Class,ADD-00425
4539,CA-2016-139381,2016-04-22,Standard Class,ADD-00103
4538,CA-2016-125087,2016-04-23,Standard Class,ADD-00425
4537,CA-2016-125087,2016-04-23,Standard Class,ADD-00425
4536,CA-2016-139381,2016-04-22,Standard Class,ADD-00103
4535,CA-2016-108735,2016-04-21,Standard Class,ADD-00527
4534,US-2016-133508,2016-04-21,Standard Class,ADD-00374
4533,US-2016-159415,2016-04-22,Standard Class,ADD-00206
4532,CA-2016-149111,2016-04-21,Second Class,ADD-00116
4531,CA-2016-149111,2016-04-21,Second Class,ADD-00116
4530,CA-2016-105473,2016-04-18,Second Class,ADD-00623
4529,US-2016-164588,2016-04-23,Standard Class,ADD-00145
4528,CA-2016-166282,2016-04-22,Standard Class,ADD-00198
4527,CA-2016-166282,2016-04-22,Standard Class,ADD-00198
4526,US-2016-107440,2016-04-20,Standard Class,ADD-00050
4525,US-2016-107440,2016-04-20,Standard Class,ADD-00050
4524,US-2016-107440,2016-04-20,Standard Class,ADD-00050
4523,CA-2016-136406,2016-04-17,Second Class,ADD-00579
4522,US-2016-123750,2016-04-21,Standard Class,ADD-00121
4521,CA-2016-117849,2016-04-17,Second Class,ADD-00544
4520,US-2016-123750,2016-04-21,Standard Class,ADD-00121
4519,US-2016-123750,2016-04-21,Standard Class,ADD-00121
4518,US-2016-132423,2016-04-19,Standard Class,ADD-00416
4517,US-2016-132423,2016-04-19,Standard Class,ADD-00416
4516,US-2016-123750,2016-04-21,Standard Class,ADD-00121
4515,CA-2016-164735,2016-04-19,Second Class,ADD-00098
4514,CA-2016-112669,2016-04-14,Same Day,ADD-00496
4513,CA-2016-166625,2016-04-17,First Class,ADD-00094
4512,CA-2016-148796,2016-04-18,Standard Class,ADD-00515
4511,CA-2016-112669,2016-04-14,Same Day,ADD-00496
4510,CA-2016-152800,2016-04-15,First Class,ADD-00578
4509,CA-2016-124254,2016-04-17,Standard Class,ADD-00119
4508,CA-2016-112102,2016-04-16,Standard Class,ADD-00096
4507,CA-2016-112102,2016-04-16,Standard Class,ADD-00096
4506,CA-2016-142398,2016-04-16,Standard Class,ADD-00518
4505,CA-2016-142398,2016-04-16,Standard Class,ADD-00518
4504,CA-2016-124254,2016-04-17,Standard Class,ADD-00119
4503,CA-2016-163594,2016-04-14,First Class,ADD-00518
4502,CA-2016-163594,2016-04-14,First Class,ADD-00518
4501,CA-2016-112102,2016-04-16,Standard Class,ADD-00096
4500,CA-2016-163594,2016-04-14,First Class,ADD-00518
4499,CA-2016-124254,2016-04-17,Standard Class,ADD-00119
4498,US-2016-114622,2016-04-12,First Class,ADD-00242
4497,CA-2016-109652,2016-04-15,Standard Class,ADD-00349
4496,CA-2016-124814,2016-04-16,Standard Class,ADD-00570
4495,CA-2016-123358,2016-04-17,Standard Class,ADD-00580
4494,CA-2016-124814,2016-04-16,Standard Class,ADD-00570
4493,CA-2016-123358,2016-04-17,Standard Class,ADD-00580
4492,CA-2016-123358,2016-04-17,Standard Class,ADD-00580
4491,CA-2016-123358,2016-04-17,Standard Class,ADD-00580
