order_number,order_id,order_date,product_id,sales,quantity,discount,profit
4911,CA-2016-136287,2016-06-13,OFF-LA-10003148,18.9,3,0.0,8.694
4910,CA-2016-155005,2016-06-13,TEC-PH-10003484,377.97,3,0.0,94.4925
4909,CA-2016-127208,2016-06-12,OFF-AP-10002118,208.16,1,0.0,56.2032
4908,CA-2016-120824,2016-06-12,FUR-FU-10001424,6.984,2,0.6,-4.5396
4907,CA-2016-103730,2016-06-12,FUR-FU-10002157,47.04,3,0.0,18.3456
4906,CA-2016-120824,2016-06-12,OFF-PA-10000232,15.552,3,0.2,5.6376
4905,CA-2016-120824,2016-06-12,FUR-CH-10000229,379.372,2,0.3,-119.2312
4904,CA-2016-120824,2016-06-12,OFF-ST-10003221,67.536,9,0.2,6.7536
4903,CA-2016-103730,2016-06-12,TEC-PH-10003875,68.04,7,0.0,19.7316
4902,CA-2016-103730,2016-06-12,OFF-EN-10002500,115.02,9,0.0,51.759
4901,CA-2016-120824,2016-06-12,OFF-AR-10003469,11.264,8,0.2,3.9424
4900,CA-2016-120824,2016-06-12,OFF-BI-10001525,1.524,2,0.8,-2.667
4899,CA-2016-104633,2016-06-12,OFF-PA-10004782,12.96,2,0.0,6.2208
4898,CA-2016-147375,2016-06-12,TEC-MA-10002937,1007.979,3,0.3,43.1991
4897,CA-2016-147375,2016-06-12,OFF-PA-10001970,313.488,7,0.2,113.6394
4896,CA-2016-127208,2016-06-12,OFF-BI-10002309,16.74,3,0.0,8.0352
4895,CA-2016-164035,2016-06-12,OFF-PA-10002160,23.12,5,0.2,8.381
4894,CA-2016-103730,2016-06-12,OFF-ST-10000777,226.56,6,0.0,63.4368
4893,CA-2016-120824,2016-06-12,OFF-AP-10001242,64.384,4,0.8,-160.96
4892,CA-2016-103730,2016-06-12,OFF-BI-10003910,30.84,4,0.0,13.878
4891,CA-2016-138688,2016-06-12,OFF-LA-10000240,14.62,2,0.0,6.8714
4890,CA-2016-139941,2016-06-12,OFF-PA-10000241,92.94,3,0.0,41.823
4889,CA-2016-104633,2016-06-12,OFF-PA-10000241,185.88,6,0.0,83.646
4888,CA-2016-139941,2016-06-12,OFF-AP-10004036,52.56,3,0.0,18.396
4887,CA-2016-169922,2016-06-11,OFF-BI-10001617,8.272,4,0.8,-13.6488
4886,CA-2016-169922,2016-06-11,FUR-FU-10004415,12.544,7,0.6,-9.0944
4885,CA-2016-169922,2016-06-11,OFF-BI-10003784,1.344,4,0.8,-2.1504
4884,CA-2016-118745,2016-06-11,FUR-TA-10003473,902.712,3,0.2,33.8517
4883,CA-2016-127775,2016-06-11,TEC-AC-10002402,239.97,3,0.0,71.991
4882,CA-2016-142405,2016-06-11,OFF-BI-10004728,53.984,14,0.2,17.5448
4881,CA-2016-142405,2016-06-11,TEC-AC-10003095,389.97,3,0.0,132.5898
4880,CA-2016-142405,2016-06-11,OFF-LA-10004093,14.62,2,0.0,6.8714
4879,CA-2016-121993,2016-06-10,OFF-LA-10003720,23.616,8,0.2,7.9704
4878,CA-2016-113243,2016-06-10,OFF-PA-10003441,32.4,5,0.0,15.552
4877,CA-2016-113243,2016-06-10,FUR-TA-10004256,1335.68,4,0.2,-217.048
4876,CA-2016-113243,2016-06-10,OFF-LA-10001297,20.7,2,0.0,9.936
4875,CA-2016-154662,2016-06-09,FUR-TA-10001771,692.94,3,0.0,173.235
4874,US-2016-139710,2016-06-09,TEC-PH-10001198,177.48,3,0.2,19.9665
4873,CA-2016-147368,2016-06-09,TEC-MA-10002178,695.7,2,0.5,-27.828
4872,CA-2016-122448,2016-06-09,FUR-CH-10002774,122.352,3,0.2,13.7646
4871,CA-2016-120558,2016-06-07,OFF-PA-10003441,32.4,5,0.0,15.552
4870,CA-2016-103163,2016-06-07,OFF-PA-10004000,4.73,1,0.0,2.3177
4869,CA-2016-103163,2016-06-07,OFF-BI-10003305,4.784,1,0.2,1.5548
4868,CA-2016-107475,2016-06-07,OFF-FA-10002988,9.648,6,0.2,3.4974
4867,US-2016-167472,2016-06-06,OFF-BI-10000591,11.67,3,0.0,5.6016
4866,US-2016-167472,2016-06-06,OFF-PA-10000157,59.94,3,0.0,28.1718
4865,US-2016-167472,2016-06-06,OFF-BI-10001721,64.14,3,0.0,30.7872
4864,CA-2016-160717,2016-06-06,TEC-PH-10001459,3023.928,9,0.2,226.7946
4863,US-2016-167472,2016-06-06,OFF-PA-10001534,12.96,2,0.0,6.2208
4862,CA-2016-127369,2016-06-06,OFF-ST-10003306,714.3,5,0.0,207.147
4861,CA-2016-112830,2016-06-06,FUR-FU-10004845,82.64,2,0.2,0.0
4860,CA-2016-112830,2016-06-06,FUR-FU-10004306,466.32,3,0.2,34.974
4859,CA-2016-160717,2016-06-06,TEC-PH-10001760,477.6,3,0.2,161.19
4858,CA-2016-160717,2016-06-06,TEC-AC-10002134,26.96,2,0.0,3.7744
4857,CA-2016-108350,2016-06-06,OFF-PA-10003656,105.52,4,0.0,48.5392
4856,US-2016-167472,2016-06-06,TEC-AC-10001109,179.94,6,0.0,75.5748
4855,US-2016-155971,2016-06-06,OFF-LA-10000452,22.05,7,0.0,10.584
4854,US-2016-167472,2016-06-06,TEC-AC-10003174,323.37,3,0.0,129.348
4853,US-2016-155971,2016-06-06,OFF-PA-10000210,99.9,5,0.0,46.953
4852,CA-2016-125318,2016-06-06,TEC-PH-10001433,328.224,4,0.2,28.7196
4851,US-2016-167472,2016-06-06,TEC-AC-10003038,26.85,3,0.0,5.1015
4850,US-2016-134908,2016-06-05,OFF-LA-10000973,7.56,3,0.2,2.646
4849,CA-2016-165169,2016-06-05,OFF-ST-10001496,360.38,2,0.0,93.6988
4848,CA-2016-165169,2016-06-05,OFF-LA-10000407,14.94,3,0.0,6.8724
4847,US-2016-134908,2016-06-05,OFF-ST-10003479,124.608,4,0.2,-23.364
4846,CA-2016-110982,2016-06-05,OFF-AP-10004859,58.24,4,0.0,15.7248
4845,CA-2016-110982,2016-06-05,OFF-BI-10004140,21.552,6,0.2,7.0044
4844,CA-2016-165169,2016-06-05,OFF-AR-10000122,11.16,2,0.0,2.79
4843,CA-2016-149671,2016-06-05,OFF-SU-10002537,61.38,6,0.0,15.9588
4842,CA-2016-157749,2016-06-04,OFF-PA-10003349,25.92,5,0.2,9.396
4841,CA-2016-157749,2016-06-04,FUR-FU-10000576,419.68,5,0.6,-356.728
4840,CA-2016-157749,2016-06-04,FUR-FU-10004351,11.688,3,0.6,-4.6752
4839,CA-2016-119823,2016-06-04,OFF-PA-10000482,75.88,2,0.0,35.6636
4838,CA-2016-165848,2016-06-04,TEC-MA-10003356,1349.85,3,0.0,364.4595
4837,CA-2016-165848,2016-06-04,FUR-BO-10000362,136.784,1,0.2,5.1294
4836,CA-2016-165848,2016-06-04,FUR-FU-10003878,61.12,4,0.0,20.7808
4835,CA-2016-157749,2016-06-04,TEC-PH-10000011,31.984,2,0.2,11.1944
4834,CA-2016-157749,2016-06-04,FUR-TA-10002607,177.225,5,0.5,-120.513
4833,CA-2016-157749,2016-06-04,FUR-FU-10002505,4.044,3,0.6,-2.8308
4832,CA-2016-157749,2016-06-04,OFF-AR-10004685,7.408,2,0.2,1.2038
4831,CA-2016-165848,2016-06-04,OFF-PA-10000249,14.94,3,0.0,7.0218
4830,CA-2016-164889,2016-06-03,FUR-TA-10001676,71.088,2,0.2,-1.7772
4829,US-2016-119046,2016-06-02,OFF-PA-10000246,30.18,3,0.0,13.8828
4828,US-2016-119046,2016-06-02,OFF-BI-10001078,51.648,12,0.2,18.7224
4827,US-2016-119046,2016-06-02,OFF-BI-10000138,11.232,3,0.2,3.9312
4826,US-2016-128293,2016-06-02,OFF-ST-10000736,64.784,1,0.2,-12.9568
4825,CA-2016-150483,2016-05-31,FUR-FU-10001379,32.064,3,0.6,-12.8256
4824,CA-2016-150483,2016-05-31,FUR-CH-10000422,191.079,3,0.3,-38.2158
4823,CA-2016-150483,2016-05-31,OFF-PA-10004621,10.368,2,0.2,3.6288
4822,CA-2016-168844,2016-05-31,TEC-PH-10003215,179.7,6,0.0,88.053
4821,CA-2016-168844,2016-05-31,OFF-BI-10002609,7.152,3,0.2,2.3244
4820,CA-2016-150483,2016-05-31,OFF-PA-10001846,18.496,4,0.2,6.7048
4819,CA-2016-113831,2016-05-30,OFF-LA-10001297,62.1,6,0.0,29.808
4818,CA-2016-152730,2016-05-30,OFF-AR-10003732,5.56,2,0.0,1.4456
4817,CA-2016-152730,2016-05-30,OFF-AP-10002684,364.74,3,0.0,109.422
4816,CA-2016-113831,2016-05-30,FUR-TA-10002645,2275.5,10,0.0,386.835
4815,CA-2016-113831,2016-05-30,TEC-AC-10003033,1979.7,6,0.0,653.301
4814,CA-2016-108210,2016-05-30,TEC-AC-10000109,223.96,5,0.2,11.198
4813,CA-2016-129728,2016-05-30,FUR-FU-10003247,167.84,8,0.0,11.7488
4812,CA-2016-152730,2016-05-30,OFF-PA-10000994,629.1,6,0.0,301.968
4811,CA-2016-145499,2016-05-30,OFF-BI-10000848,3.282,2,0.7,-2.6256
4810,CA-2016-152730,2016-05-30,OFF-AR-10000940,14.7,5,0.0,3.969
4809,CA-2016-152730,2016-05-30,FUR-FU-10001037,47.4,5,0.0,21.33
4808,CA-2016-166380,2016-05-30,OFF-EN-10002600,26.55,9,0.0,12.744
4807,CA-2016-108210,2016-05-30,TEC-PH-10002293,79.96,5,0.2,7.996
4806,CA-2016-152730,2016-05-30,OFF-ST-10000876,49.76,4,0.0,13.9328
4805,CA-2016-166380,2016-05-30,TEC-AC-10000109,111.98,2,0.0,26.8752
4804,CA-2016-152730,2016-05-30,TEC-PH-10000441,125.99,1,0.0,35.2772
4803,CA-2016-158547,2016-05-30,OFF-AP-10003842,123.92,5,0.2,9.294
4802,CA-2016-152730,2016-05-30,OFF-PA-10004888,45.36,7,0.0,21.7728
4801,US-2016-105578,2016-05-30,OFF-BI-10000831,2.376,3,0.7,-1.9008
4800,US-2016-105578,2016-05-30,OFF-PA-10000357,32.792,1,0.2,11.8871
4799,US-2016-105578,2016-05-30,FUR-CH-10001215,801.568,2,0.2,50.098
4798,CA-2016-147473,2016-05-30,OFF-PA-10004782,38.88,6,0.0,18.6624
4797,CA-2016-153682,2016-05-30,TEC-CO-10001046,839.988,2,0.4,69.999
4796,US-2016-105578,2016-05-30,OFF-BI-10001670,22.62,2,0.7,-15.08
4795,US-2016-105578,2016-05-30,OFF-BI-10001658,14.952,2,0.7,-11.9616
4794,CA-2016-156573,2016-05-29,FUR-FU-10001085,44.76,3,0.2,14.547
4793,CA-2016-168753,2016-05-29,TEC-PH-10000984,979.95,5,0.0,274.386
4792,CA-2016-168753,2016-05-29,OFF-BI-10002557,22.75,5,0.0,11.375
4791,CA-2016-156573,2016-05-29,OFF-BI-10002414,11.277,3,0.7,-8.6457
4790,CA-2016-156573,2016-05-29,OFF-AR-10003732,4.448,2,0.2,0.3336
4789,CA-2016-113747,2016-05-28,OFF-AR-10003373,185.88,6,0.0,50.1876
4788,CA-2016-134803,2016-05-28,OFF-BI-10002215,22.72,4,0.2,7.384
4787,CA-2016-134803,2016-05-28,TEC-AC-10002217,131.6,7,0.0,7.896
4786,CA-2016-134803,2016-05-28,OFF-PA-10003790,182.72,8,0.0,84.0512
4785,CA-2016-138695,2016-05-28,FUR-CH-10003833,390.272,8,0.2,-24.392
4784,CA-2016-121377,2016-05-28,TEC-PH-10001817,286.4,1,0.2,25.06
4783,CA-2016-134803,2016-05-28,TEC-MA-10001972,558.4,2,0.2,41.88
4782,CA-2016-134803,2016-05-28,OFF-AP-10000891,262.24,2,0.0,78.672
4781,CA-2016-138695,2016-05-28,OFF-PA-10001667,62.192,13,0.2,19.435
4780,CA-2016-155565,2016-05-28,OFF-SU-10001218,54.9,5,0.0,15.372
4779,CA-2016-122903,2016-05-27,FUR-CH-10002024,3504.9,5,0.0,700.98
4778,CA-2016-136994,2016-05-27,OFF-PA-10000575,13.38,2,0.0,6.1548
4777,CA-2016-122903,2016-05-27,OFF-PA-10000994,314.55,3,0.0,150.984
4776,CA-2016-101791,2016-05-27,FUR-FU-10002191,5.584,2,0.6,-1.6752
4775,CA-2016-122903,2016-05-27,OFF-PA-10001790,144.12,3,0.0,69.1776
4774,CA-2016-101791,2016-05-27,FUR-FU-10003247,25.176,3,0.6,-33.3582
4773,CA-2016-101791,2016-05-27,OFF-ST-10001496,1297.368,9,0.2,97.3026
4772,CA-2016-148852,2016-05-26,TEC-MA-10002428,371.976,3,0.2,116.2425
4771,CA-2016-119186,2016-05-26,OFF-PA-10004621,10.368,2,0.2,3.6288
4770,CA-2016-113236,2016-05-26,OFF-ST-10000532,184.704,6,0.2,13.8528
4769,CA-2016-119186,2016-05-26,FUR-CH-10001973,388.43,5,0.3,-88.784
4768,CA-2016-119186,2016-05-26,OFF-PA-10004040,14.352,3,0.2,5.2026
4767,CA-2016-148852,2016-05-26,OFF-FA-10003467,5.94,3,0.0,0.0
4766,CA-2016-132409,2016-05-26,OFF-AR-10001919,1.504,1,0.2,0.1692
4765,CA-2016-119186,2016-05-26,TEC-AC-10000580,63.992,1,0.2,-7.1991
4764,CA-2016-148852,2016-05-26,OFF-PA-10001293,45.36,7,0.0,21.7728
4763,CA-2016-157266,2016-05-26,OFF-PA-10002689,19.44,3,0.0,9.3312
4762,CA-2016-148852,2016-05-26,TEC-PH-10003885,211.168,4,0.2,23.7564
4761,CA-2016-113236,2016-05-26,TEC-AC-10001267,47.92,2,0.2,11.98
4760,CA-2016-157266,2016-05-26,OFF-PA-10004675,12.7,2,0.0,5.842
4759,CA-2016-149237,2016-05-26,FUR-FU-10002088,26.94,3,0.0,11.3148
4758,CA-2016-157266,2016-05-26,FUR-FU-10000629,41.37,3,0.0,17.3754
4757,CA-2016-157266,2016-05-26,OFF-BI-10004728,9.64,2,0.0,4.4344
4756,CA-2016-148852,2016-05-26,FUR-CH-10004860,484.704,6,0.2,-84.8232
4755,CA-2016-132409,2016-05-26,OFF-AP-10002082,34.848,2,0.2,6.534
4754,CA-2016-139269,2016-05-25,FUR-FU-10000755,24.96,4,0.0,6.24
4753,CA-2016-139269,2016-05-25,OFF-ST-10000689,1267.65,9,0.0,152.118
4752,CA-2016-139269,2016-05-25,OFF-PA-10002893,19.36,2,0.0,9.2928
4751,CA-2016-138583,2016-05-24,OFF-AR-10001860,16.656,3,0.2,3.3312
4750,CA-2016-136126,2016-05-24,OFF-PA-10004327,191.6,4,0.0,91.968
4749,CA-2016-136126,2016-05-24,OFF-SU-10000898,69.5,5,0.0,20.155
4748,CA-2016-143714,2016-05-23,OFF-BI-10004308,6.294,1,0.7,-4.196
4747,CA-2016-143714,2016-05-23,TEC-CO-10004722,8399.976,4,0.4,1119.9968
4746,CA-2016-133725,2016-05-23,TEC-PH-10004165,1979.928,9,0.2,148.4946
4745,CA-2016-143714,2016-05-23,OFF-PA-10000029,10.368,2,0.2,3.6288
4744,CA-2016-143714,2016-05-23,TEC-PH-10004080,122.382,3,0.4,-24.4764
4743,CA-2016-142762,2016-05-23,FUR-FU-10003691,37.05,3,0.0,16.302
4742,CA-2016-154403,2016-05-23,OFF-PA-10001526,4.98,1,0.0,2.4402
4741,CA-2016-146934,2016-05-22,TEC-AC-10002399,95.1,5,0.0,30.432
4740,CA-2016-146934,2016-05-22,OFF-EN-10002973,26.88,6,0.0,12.9024
4739,CA-2016-146934,2016-05-22,TEC-PH-10001336,257.98,2,0.0,74.8142
4738,CA-2016-159653,2016-05-22,OFF-LA-10004345,14.73,3,0.0,7.2177
4737,CA-2016-146934,2016-05-22,FUR-TA-10003748,174.286,2,0.3,-19.9184
4736,CA-2016-154081,2016-05-22,TEC-PH-10001918,222.384,2,0.2,22.2384
4735,CA-2016-146934,2016-05-22,OFF-AP-10003217,662.84,4,0.0,172.3384
4734,CA-2016-146934,2016-05-22,TEC-PH-10004614,345.0,5,0.0,86.25
4733,US-2016-139486,2016-05-21,TEC-PH-10003555,55.176,3,0.2,-12.4146
4732,CA-2016-125920,2016-05-21,OFF-BI-10003429,3.798,3,0.8,-5.8869
4731,CA-2016-127642,2016-05-21,OFF-PA-10000249,111.96,2,0.0,54.8604
4730,CA-2016-114209,2016-05-21,OFF-PA-10003591,82.656,9,0.2,30.996
4729,CA-2016-114209,2016-05-21,OFF-BI-10000343,1.964,2,0.8,-3.2406
4728,US-2016-139486,2016-05-21,TEC-AC-10003832,66.26,2,0.0,27.1666
4727,CA-2016-107202,2016-05-21,TEC-MA-10000112,2396.4,10,0.2,179.73
4726,CA-2016-146010,2016-05-20,OFF-BI-10003638,40.635,7,0.7,-32.508
4725,CA-2016-108567,2016-05-20,OFF-BI-10004140,2.694,2,0.7,-2.245
4724,CA-2016-105256,2016-05-20,TEC-PH-10001530,1363.96,5,0.2,85.2475
4723,CA-2016-115917,2016-05-20,OFF-BI-10004728,15.424,4,0.2,5.0128
4722,CA-2016-115917,2016-05-20,FUR-FU-10000576,1049.2,5,0.0,272.792
4721,CA-2016-169943,2016-05-19,FUR-FU-10002088,35.92,4,0.0,15.0864
4720,CA-2016-169943,2016-05-19,FUR-FU-10000010,39.76,8,0.0,12.3256
4719,US-2016-152835,2016-05-19,OFF-AR-10003056,21.4,5,0.0,6.206
4718,CA-2016-138282,2016-05-19,OFF-AP-10004249,87.84,8,0.0,23.7168
4717,CA-2016-169943,2016-05-19,OFF-BI-10002824,47.744,4,0.2,14.92
4716,CA-2016-126935,2016-05-19,OFF-BI-10004817,9.584,1,0.2,3.3544
4715,CA-2016-169943,2016-05-19,OFF-AP-10001563,242.9,5,0.0,70.441
4714,CA-2016-169943,2016-05-19,OFF-ST-10004123,454.9,5,0.0,0.0
4713,CA-2016-157245,2016-05-19,FUR-CH-10003746,641.96,2,0.0,179.7488
4712,CA-2016-122728,2016-05-18,OFF-PA-10004040,17.94,3,0.0,8.7906
4711,CA-2016-122728,2016-05-18,OFF-ST-10000604,104.28,3,0.0,26.07
4710,CA-2016-158435,2016-05-17,FUR-FU-10003975,173.24,4,0.0,17.324
4709,CA-2016-158435,2016-05-17,OFF-LA-10002475,14.62,2,0.0,6.8714
4708,US-2016-150567,2016-05-17,OFF-BI-10001757,2.952,2,0.7,-2.1648
4707,US-2016-117037,2016-05-17,OFF-BI-10000279,2.89,1,0.8,-4.7685
4706,US-2016-117037,2016-05-17,OFF-FA-10000936,7.896,3,0.2,2.4675
4705,US-2016-117037,2016-05-17,FUR-FU-10004973,22.608,3,0.6,-10.1736
4704,US-2016-150567,2016-05-17,OFF-BI-10000069,27.018,6,0.7,-21.6144
4703,CA-2016-158435,2016-05-17,OFF-SU-10000381,65.17,7,0.0,18.8993
4702,US-2016-117037,2016-05-17,OFF-PA-10000791,30.528,8,0.2,9.54
4701,CA-2016-122133,2016-05-16,OFF-ST-10002574,552.56,4,0.0,0.0
4700,CA-2016-130638,2016-05-16,OFF-LA-10002195,27.72,9,0.0,13.3056
4699,CA-2016-130638,2016-05-16,FUR-FU-10002116,282.84,4,0.0,19.7988
4698,CA-2016-133144,2016-05-16,OFF-PA-10004971,17.34,3,0.0,8.4966
4697,CA-2016-152408,2016-05-15,OFF-BI-10002393,13.776,3,0.2,4.4772
4696,CA-2016-141180,2016-05-15,OFF-BI-10000301,7.764,4,0.7,-5.176
4695,CA-2016-165673,2016-05-15,OFF-PA-10000697,15.232,4,0.2,5.5216
4694,US-2016-146570,2016-05-15,OFF-AR-10004602,91.96,4,0.0,25.7488
4693,US-2016-146570,2016-05-15,OFF-BI-10001718,511.84,8,0.0,240.5648
4692,US-2016-146570,2016-05-15,OFF-AR-10003856,8.34,3,0.0,2.1684
4691,CA-2016-141019,2016-05-14,FUR-FU-10002937,79.384,1,0.2,29.769
4690,US-2016-148901,2016-05-14,OFF-PA-10004983,31.104,6,0.2,10.8864
4689,US-2016-148901,2016-05-14,OFF-BI-10001718,57.582,3,0.7,-44.1462
4688,US-2016-148901,2016-05-14,FUR-FU-10002396,30.192,3,0.2,8.3028
4687,US-2016-148901,2016-05-14,OFF-BI-10002309,13.392,8,0.7,-9.8208
4686,US-2016-148901,2016-05-14,OFF-BI-10004002,10.38,2,0.7,-7.612
4685,US-2016-148901,2016-05-14,OFF-AR-10002467,4.768,2,0.2,0.4172
4684,US-2016-148901,2016-05-14,TEC-PH-10003988,43.6,5,0.2,4.36
4683,CA-2016-108224,2016-05-14,TEC-AC-10003832,185.528,7,0.2,48.7011
4682,US-2016-123610,2016-05-12,OFF-AP-10004249,8.67,1,0.0,2.3409
4681,CA-2016-100510,2016-05-12,FUR-FU-10000320,10.02,3,0.0,4.4088
4680,CA-2016-109911,2016-05-12,OFF-AR-10001662,10.96,4,0.0,2.9592
4679,CA-2016-167416,2016-05-12,OFF-EN-10001141,54.9,5,0.0,26.901
4678,CA-2016-100510,2016-05-12,TEC-PH-10001835,631.96,4,0.0,303.3408
4677,US-2016-101196,2016-05-12,OFF-ST-10004804,82.368,2,0.2,-19.5624
4676,US-2016-123610,2016-05-12,TEC-AC-10004518,120.0,6,0.0,46.8
4675,CA-2016-162733,2016-05-11,OFF-PA-10002751,5.98,1,0.0,2.691
4674,CA-2016-161543,2016-05-10,OFF-PA-10003971,11.96,2,0.0,5.8604
4673,CA-2016-133816,2016-05-10,TEC-PH-10001795,743.988,2,0.4,-123.998
4672,CA-2016-117625,2016-05-10,OFF-EN-10001535,7.072,2,0.2,2.3868
4671,US-2016-144057,2016-05-09,OFF-AP-10000390,48.784,4,0.8,-131.7168
4670,CA-2016-109176,2016-05-09,OFF-EN-10001990,9.344,1,0.2,3.504
4669,CA-2016-109176,2016-05-09,OFF-AR-10001955,79.36,5,0.2,9.92
4668,CA-2016-161158,2016-05-09,OFF-AR-10000462,8.0,5,0.0,3.44
4667,CA-2016-159765,2016-05-09,OFF-AR-10003514,27.86,7,0.0,9.1938
4666,US-2016-144057,2016-05-09,OFF-BI-10002852,13.184,4,0.8,-20.4352
4665,CA-2016-169166,2016-05-09,TEC-AC-10000991,93.98,2,0.0,13.1572
4664,US-2016-144057,2016-05-09,OFF-BI-10002353,18.528,6,0.8,-27.792
4663,US-2016-159093,2016-05-09,OFF-PA-10001260,32.04,4,0.0,14.418
4662,US-2016-144057,2016-05-09,OFF-ST-10001490,856.656,6,0.2,107.082
4661,US-2016-144057,2016-05-09,OFF-PA-10004327,76.64,2,0.2,26.824
4660,CA-2016-112382,2016-05-09,TEC-PH-10001552,19.136,2,0.2,1.9136
4659,CA-2016-106530,2016-05-08,OFF-PA-10002986,10.688,2,0.2,3.7408
4658,CA-2016-106530,2016-05-08,OFF-ST-10002011,1006.056,3,0.2,88.0299
4657,CA-2016-111696,2016-05-08,OFF-PA-10002751,17.94,3,0.0,8.073
4656,CA-2016-106530,2016-05-08,OFF-PA-10004451,10.368,2,0.2,3.6288
4655,CA-2016-106530,2016-05-08,OFF-ST-10000649,25.12,2,0.2,1.57
4654,CA-2016-106530,2016-05-08,TEC-AC-10001465,58.112,2,0.2,7.264
4653,CA-2016-164672,2016-05-08,FUR-FU-10001488,211.96,2,0.0,42.392
4652,CA-2016-128818,2016-05-07,FUR-FU-10004351,63.68,8,0.0,28.0192
4651,CA-2016-128818,2016-05-07,OFF-LA-10003923,44.4,3,0.0,22.2
4650,CA-2016-128818,2016-05-07,OFF-BI-10000309,85.232,7,0.2,30.8966
4649,CA-2016-128818,2016-05-07,FUR-CH-10002084,442.764,4,0.1,59.0352
4648,CA-2016-128818,2016-05-07,TEC-MA-10000488,3999.95,5,0.0,1159.9855
4647,CA-2016-128818,2016-05-07,TEC-AC-10001767,199.95,5,0.0,21.9945
4646,CA-2016-137393,2016-05-06,FUR-FU-10001617,41.6,4,0.0,14.144
4645,CA-2016-118052,2016-05-06,FUR-FU-10004848,54.712,7,0.2,11.6263
4644,US-2016-146857,2016-05-06,OFF-AP-10001205,54.48,1,0.0,15.2544
4643,CA-2016-118052,2016-05-06,OFF-PA-10002581,49.568,2,0.2,15.49
4642,CA-2016-139234,2016-05-06,OFF-BI-10000773,3.208,2,0.8,-5.2932
4641,CA-2016-118052,2016-05-06,OFF-FA-10004248,7.216,2,0.2,1.7138
4640,CA-2016-139234,2016-05-06,TEC-AC-10004510,26.176,2,0.2,-3.272
4639,CA-2016-105662,2016-05-05,TEC-PH-10001198,177.48,3,0.2,19.9665
4638,CA-2016-160500,2016-05-05,FUR-TA-10003748,298.776,3,0.2,7.4694
4637,US-2016-147991,2016-05-05,FUR-FU-10004270,16.72,5,0.2,3.344
4636,CA-2016-137729,2016-05-05,OFF-ST-10001505,5.98,1,0.0,1.0166
4635,CA-2016-112676,2016-05-05,OFF-PA-10003971,14.352,3,0.2,5.2026
4634,CA-2016-126165,2016-05-05,FUR-TA-10001676,71.088,2,0.2,-1.7772
4633,CA-2016-137729,2016-05-05,TEC-PH-10001433,246.168,3,0.2,21.5397
4632,US-2016-102239,2016-05-05,FUR-TA-10003392,1685.88,6,0.0,320.3172
4631,US-2016-102239,2016-05-05,OFF-BI-10001890,5.728,2,0.2,2.0048
4630,CA-2016-105662,2016-05-05,OFF-PA-10001001,93.248,4,0.2,31.4712
4629,CA-2016-145247,2016-05-05,OFF-PA-10003641,79.14,3,0.0,36.4044
4628,CA-2016-160500,2016-05-05,OFF-BI-10003784,6.72,5,0.2,2.352
4627,CA-2016-129280,2016-05-03,TEC-AC-10003832,132.52,5,0.2,34.7865
4626,CA-2016-163398,2016-05-03,OFF-AP-10002403,26.406,3,0.8,-71.2962
4625,CA-2016-163398,2016-05-03,OFF-BI-10000014,2.182,1,0.8,-3.6003
4624,CA-2016-129280,2016-05-03,OFF-LA-10000081,6.0,2,0.2,2.1
4623,CA-2016-129280,2016-05-03,TEC-MA-10003589,224.937,3,0.7,-164.9538
4622,CA-2016-129280,2016-05-03,TEC-AC-10002637,431.976,3,0.2,-75.5958
4621,CA-2016-129280,2016-05-03,FUR-FU-10001876,51.968,2,0.2,10.3936
4620,CA-2016-129280,2016-05-03,OFF-ST-10002554,195.64,5,0.2,-44.019
4619,CA-2016-163398,2016-05-03,OFF-AR-10003217,27.384,7,0.2,2.7384
4618,CA-2016-158155,2016-05-02,OFF-BI-10001670,90.48,3,0.2,33.93
4617,CA-2016-104311,2016-05-02,OFF-ST-10000321,18.936,3,0.2,-3.7872
4616,CA-2016-154060,2016-05-02,FUR-CH-10002304,187.056,9,0.2,11.691
4615,CA-2016-158155,2016-05-02,FUR-FU-10000732,12.56,2,0.0,4.0192
4614,CA-2016-104311,2016-05-02,OFF-ST-10002957,12.672,3,0.2,-3.168
4613,CA-2016-146836,2016-05-02,OFF-ST-10001580,44.94,3,0.0,12.5832
4612,CA-2016-148698,2016-05-02,OFF-AR-10004022,86.352,3,0.2,5.397
4611,CA-2016-104311,2016-05-02,OFF-LA-10000973,5.04,2,0.2,1.764
4610,CA-2016-109400,2016-05-02,FUR-CH-10003298,366.744,4,0.3,-110.0232
4609,CA-2016-146836,2016-05-02,OFF-BI-10000315,45.576,3,0.2,15.9516
4608,CA-2016-158155,2016-05-02,FUR-FU-10002253,214.7,5,0.0,83.733
4607,CA-2016-158155,2016-05-02,OFF-PA-10000533,13.08,2,0.0,6.0168
4606,CA-2016-101525,2016-05-01,OFF-PA-10003936,19.44,3,0.0,9.3312
4605,CA-2016-101525,2016-05-01,OFF-PA-10001497,109.92,2,0.0,53.8608
4604,CA-2016-101525,2016-05-01,OFF-AR-10000716,11.16,2,0.0,4.3524
4603,CA-2016-164784,2016-05-01,OFF-LA-10001569,3.984,1,0.2,1.2948
4602,CA-2016-164784,2016-05-01,FUR-TA-10004534,370.62,3,0.4,-142.071
4601,CA-2016-164784,2016-05-01,OFF-BI-10002954,2.742,2,0.7,-2.0108
4600,US-2016-120460,2016-04-30,FUR-FU-10004973,22.608,3,0.6,-10.1736
